axis,from_label,to_label,success,write_total_ms,per_write_sum_ms,write_op_count,feedback_ms,post_write_to_first_match_ms,stable_extra_ms,usable_stable_ms,poll_count,read_total_ms,read_mean_per_poll_ms,last_status_json
cpu,2.430GHz,1.242GHz,1,0.532648,0.208398,14,7.285389,6.752741,2.275935,9.561324,3,5.725594,1.9085313333333334,"{""policy0"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy10"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy12"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy2"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy4"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy6"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy8"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}}"
cpu,2.430GHz,1.566GHz,1,0.581667,0.236261,14,5.523749,4.942082,2.089334,7.613083,3,3.9610900000000004,1.3203633333333336,"{""policy0"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy10"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy12"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy2"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy4"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy6"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy8"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}}"
cpu,2.430GHz,1.836GHz,1,1.0785,0.74903,14,3.494102,2.415602,2.950147,6.444249,2,3.767537,1.8837685,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,2.430GHz,2.160GHz,1,0.786417,0.469529,14,3.810362,3.023945,2.931296,6.741658,2,4.280692999999999,2.1403464999999997,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,2.430GHz,2.601GHz,1,0.833148,0.461137,14,3.529749,2.696601,2.977324,6.507073,2,4.19824,2.09912,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,2.601GHz,648MHz,1,1.024583,0.278973,14,12.406841,11.382258,3.278074,15.684915,3,9.856281,3.285427,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,2.601GHz,972MHz,1,0.617028,0.232906,14,6.559944,5.942916,2.590194,9.150138,3,4.939458,1.6464860000000001,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
cpu,2.601GHz,1.242GHz,1,0.563842,0.21139,14,5.78748,5.223638,2.381065,8.168545,3,3.8877240000000004,1.295908,"{""policy0"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy10"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy12"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy2"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy4"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy6"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy8"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}}"
cpu,2.601GHz,1.566GHz,1,0.951324,0.651714,14,2.691454,1.74013,2.536526,5.22798,2,2.626787,1.3133935,"{""policy0"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy10"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy12"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy2"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy4"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy6"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy8"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}}"
cpu,2.601GHz,1.836GHz,1,0.533556,0.217915,14,5.158685,4.625129,1.938908,7.097593,3,3.6559809999999997,1.2186603333333332,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,2.601GHz,2.160GHz,1,1.049777,0.729028,14,3.623203,2.573426,2.861787,6.48499,2,3.478496,1.739248,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,2.601GHz,2.430GHz,1,0.755149,0.44644300000000003,14,2.722908,1.967759,2.526388,5.249296,2,3.024201,1.5121005,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
gpu,504MHz,702MHz,1,87.676474,87.557936,6,91.409501,3.733027,4.054648,95.464149,2,6.566215,3.2831075,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 702000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 702000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 702000000}"
gpu,504MHz,900MHz,1,89.564665,89.36948,6,93.580619,4.015954,4.062805,97.643424,2,6.82211,3.411055,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 900000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 900000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 900000000}"
gpu,504MHz,1.107GHz,1,91.024648,90.875027,6,94.840935,3.816287,3.968814,98.809749,2,6.477518,3.238759,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 1107000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 1107000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 1107000000}"
gpu,504MHz,1.305GHz,1,88.0386,87.905424,6,95.952359,7.913759,8.221962,104.174321,2,14.941649,7.4708245,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 1305000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 1305000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 1305000000}"
gpu,504MHz,1.503GHz,1,93.494192,93.364284,6,97.194636,3.700444,4.006175,101.200811,2,6.476185,3.2380925,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 1503000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 1503000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 1503000000}"
gpu,702MHz,504MHz,1,92.577113,92.435965,6,101.563167,8.986054,8.783296,110.346463,2,16.539377,8.2696885,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 504000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 504000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 504000000}"
gpu,702MHz,900MHz,1,87.437416,87.398981,6,95.031026,7.59361,8.303702,103.334728,2,14.784321,7.3921605,"{""gpu_cur_freq_hz"": 1575000000, ""gpu_gpc0_mrq_rate_locked"": 1, ""gpu_gpc0_rate_hz"": 900000000, ""gpu_gpc1_mrq_rate_locked"": 1, ""gpu_gpc1_rate_hz"": 900000000, ""gpu_gpc2_mrq_rate_locked"": 1, ""gpu_gpc2_rate_hz"": 900000000}"
